PMID	Sentence_ID	Sentence	Gene1|Gene1_ID	Gene1_Index(start|end)	Gene2|Gene2_ID	Gene2_Index(start|end)	RE_Type
24019527	S4	"NUB1L directly interacted with NEDD8, but not with ubiquitin, on the key residue Asn-51 of NEDD8 and with P97/VCP on its positively charged VCP binding motif."	NUB1L|51667	0|5	NEDD8|4738	31|36	Association
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	P97|7415	25|28	UFD1|7353	29|33	Complex
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	P97|7415	25|28	NPL4|55666	34|38	Complex
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	UFD1|7353	29|33	NPL4|55666	34|38	Complex
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	NUB1L|51667	65|70	NEDD8|4738	92|97	Translocation
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	P97|7415	48|51	UFD1|7353	52|56	Complex
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	P97|7415	48|51	NPL4|55666	57|61	Complex
24019527	S5	"In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation."	UFD1|7353	52|56	NPL4|55666	57|61	Complex
24019527	S6	This mechanism is also exemplified by the canonical neddylation of cullin 1 for SCF (SKP1-cullin1-F-box) ubiquitin E3 ligases that is exquisitely regulated by the turnover of NEDD8.	cullin 1|8454	67|75	NEDD8|4738	175|180	Modification
24035498	S1	Parallel SCF adaptor capture proteomics reveals a role for SCFFBXL17 in NRF2 activation via BACH1 repressor turnover.	BACH1|571	92|97	NRF2|4780	72|76	Positive_Regulation
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	FBXL17|64839	20|26	HMOX1|3162	73|78	Neutral_Regulation
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	BACH1|571	125|130	FBXL17|64839	20|26	Interaction_Agent
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	HMOX1|3162	73|78	NRF2|4780	61|65	Interaction_Agent
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	LGR4|55366	0|4	Negative_Regulation
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	ZNRF3|84133	17|22	Negative_Regulation
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	RSPO2|340419	37|42	Positive_Regulation
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO4|343637	168|173	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO2|340419	176|181	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO3|84870	184|189	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO1|284654	192|197	Binding
24050775	S8	"RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1."	ZNRF3|84133	197|202	RSPO2|340419	258|263	Binding
24050775	S8	"RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1."	ZNRF3|84133	197|202	RSPO3|84870	266|271	Binding
24050775	S8	"RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1."	ZNRF3|84133	197|202	RSPO1|284654	274|279	Binding
24050775	S9	RSPO4:ZNRF3 complexes were not detected.	RSPO4|343637	0|5	ZNRF3|84133	6|11	Negation_Complex
24050775	S10	"Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3."	LGR4|55366	21|25	ZNRF3|84133	26|31	Complex
24050775	S10	"Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3."	LGR4|55366	21|25	RSPO2|340419	60|65	Complex
24050775	S10	"Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3."	ZNRF3|84133	26|31	RSPO2|340419	60|65	Complex
24056301	S2	"The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5."	EXO84|149371	161|166	SEC5|55770	171|175	Complex
24056301	S2	"The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5."	RALB|5899	20|24	EXO84|149371	161|166	Association
24056301	S2	"The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5."	RALB|5899	20|24	SEC5|55770	171|175	Association
24056301	S3	"RALB employs SEC5 to trigger innate immunity signalling, whereas RALB-EXO84 interaction induces autophagocytosis."	RALB|5899	65|69	EXO84|149371	70|75	Association
24056301	S3	"RALB employs SEC5 to trigger innate immunity signalling, whereas RALB-EXO84 interaction induces autophagocytosis."	SEC5|55770	13|17	RALB|5899	0|4	Association
24056301	S6	"Specifically, ubiquitylation at Lys47 sterically inhibits RALB binding to EXO84, while facilitating its interaction with SEC5."	RALB|5899	59|63	EXO84|149371	75|80	Binding
24056301	S6	"Specifically, ubiquitylation at Lys47 sterically inhibits RALB binding to EXO84, while facilitating its interaction with SEC5."	SEC5|55770	122|126	RALB|5899	59|63	Association
24056301	S7	Double-stranded RNA promotes RALB ubiquitylation and SEC5-TBK1 complex formation.	SEC5|55770	53|57	TBK1|29110	58|62	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	50|54	EXO84|149371	55|60	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	50|54	beclin-1|8678	61|69	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	EXO84|149371	55|60	beclin-1|8678	61|69	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	RALB|5899	50|54	Transformation
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	EXO84|149371	55|60	Transformation
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	beclin-1|8678	61|69	Transformation
24058170	S6	"The ESCRT-III subunits Vps20 and Vps24 showed a complementary binding pattern, suggesting a model for the series of events in the ESCRT-III functional cycle."	Vps20|855101	23|28	Vps24|853825	33|38	Binding
24058170	S6	"The ESCRT-III subunits Vps20 and Vps24 showed a complementary binding pattern, suggesting a model for the series of events in the ESCRT-III functional cycle."	Vps20|855101	23|28	Vps24|853825	33|38	Complex
24058170	S7	Vps4 bound to individual Snf7 motifs but not to full-length Snf7.	Vps4|856303	0|4	Snf7|850712	25|29	Binding
24058170	S7	Vps4 bound to individual Snf7 motifs but not to full-length Snf7.	Vps4|856303	0|4	Snf7|850712	60|64	Negation_Binding
24058170	S8	This suggests that Vps4 does not bind to the closed conformation of Snf7.	Vps4|856303	19|23	Snf7|850712	68|72	Negation_Binding
24058170	S9	We also demonstrate for the first time that the ALIX/Bro1 homologue Rim20 binds to the a6 helix of Snf7.	Snf7|850712	99|103	Rim20|854449	68|73	Binding
24058170	S10	Analysis of a Snf7 a6 deletion mutant showed that the a6 helix is crucial for binding of Bro1 and Rim20 in vivo and is indispensable for the multivesicular body (MVB)-sorting and Rim-signaling functions of Snf7.	Bro1|856021	89|93	Rim20|854449	98|103	Binding
24062075	S1	"Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue."	hus1|3364	44|48	per2|8864	123|127	Association
24062075	S1	"Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue."	gadd45a|1647	50|57	per2|8864	123|127	Association
24062075	S1	"Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue."	rb1|5925	59|62	per2|8864	123|127	Association
24062075	S1	"Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue."	cdkn2a|1029	64|70	per2|8864	123|127	Association
24062075	S1	"Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue."	mre11a|4361	75|81	per2|8864	123|127	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	cdc20|991	138|143	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	birc5|332	145|150	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	hus1|3364	49|53	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	gadd45a|1647	55|62	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	rb1|5925	64|67	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	cdkn2a|1029	69|75	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	mre11a|4361	86|92	per2|8864	157|161	Association
24062075	S6	"We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression."	sumo1|7341	94|99	per2|8864	157|161	Association
24085845	S5	"Here, we show HSP90-mediated stabilization of a BRCT domain mutant BRCA1 protein under PARP inhibitor selection pressure."	HSP90|3320	14|19	BRCA1|672	67|72	Neutral_Regulation
24085845	S6	"The stabilized mutant BRCA1 protein interacted with PALB2-BRCA2-RAD51, was essential for RAD51 focus formation, and conferred PARP inhibitor as well as cisplatin resistance."	BRCA1|672	22|27	PALB2|79728	52|57	Association
24085845	S6	"The stabilized mutant BRCA1 protein interacted with PALB2-BRCA2-RAD51, was essential for RAD51 focus formation, and conferred PARP inhibitor as well as cisplatin resistance."	BRCA1|672	22|27	BRCA2|675	58|63	Association
24085845	S6	"The stabilized mutant BRCA1 protein interacted with PALB2-BRCA2-RAD51, was essential for RAD51 focus formation, and conferred PARP inhibitor as well as cisplatin resistance."	BRCA1|672	22|27	RAD51|5888	64|69	Association
24085845	S8	Resistant cells also acquired a TP53BP1 mutation that facilitated DNA end resection in the absence of a BRCA1 protein capable of binding CtIP.	CtIP|5932	137|141	BRCA1|672	104|109	Binding
24113472	S1	"SF3B1 mutations correlated to cytogenetics and mutations in NOTCH1, FBXW7, MYD88, XPO1 and TP53 in 1160 untreated CLL patients."	SF3B1|23451	0|5	NOTCH1|4851	60|66	Association
24113472	S1	"SF3B1 mutations correlated to cytogenetics and mutations in NOTCH1, FBXW7, MYD88, XPO1 and TP53 in 1160 untreated CLL patients."	SF3B1|23451	0|5	FBXW7|55294	68|73	Association
24113472	S1	"SF3B1 mutations correlated to cytogenetics and mutations in NOTCH1, FBXW7, MYD88, XPO1 and TP53 in 1160 untreated CLL patients."	SF3B1|23451	0|5	MYD88|4615	75|80	Association
24113472	S1	"SF3B1 mutations correlated to cytogenetics and mutations in NOTCH1, FBXW7, MYD88, XPO1 and TP53 in 1160 untreated CLL patients."	SF3B1|23451	0|5	XPO1|7514	82|86	Association
24113472	S1	"SF3B1 mutations correlated to cytogenetics and mutations in NOTCH1, FBXW7, MYD88, XPO1 and TP53 in 1160 untreated CLL patients."	SF3B1|23451	0|5	TP53|7157	91|95	Association
24113472	S4	"SF3B1mut, NOTCH1mut, TP53mut and XPO1mut were highly correlated to unmutated, whereas MYD88mut were associated with mutated IGHV status."	MYD88|4615	86|91	IGHV|28402	124|128	Association
24113472	S4	"SF3B1mut, NOTCH1mut, TP53mut and XPO1mut were highly correlated to unmutated, whereas MYD88mut were associated with mutated IGHV status."	IGHV|28402	124|128	SF3B1|23451	0|5	Association
24113472	S4	"SF3B1mut, NOTCH1mut, TP53mut and XPO1mut were highly correlated to unmutated, whereas MYD88mut were associated with mutated IGHV status."	IGHV|28402	124|128	NOTCH1|4851	10|16	Association
24113472	S4	"SF3B1mut, NOTCH1mut, TP53mut and XPO1mut were highly correlated to unmutated, whereas MYD88mut were associated with mutated IGHV status."	IGHV|28402	124|128	TP53|7157	21|25	Association
24113472	S4	"SF3B1mut, NOTCH1mut, TP53mut and XPO1mut were highly correlated to unmutated, whereas MYD88mut were associated with mutated IGHV status."	IGHV|28402	124|128	XPO1|7514	33|37	Association
24121510	S4	shRNA-mediated down-regulation of AKAP5 in HEK-293 cells inhibited the recycling of the b1-AR.	AKAP5|9495	34|39	b1-AR|153	88|93	Translocation
24121510	S5	Recycling of the b1-AR in AKAP5 knockdown cells was rescued by shRNA-resistant AKAP5.	AKAP5|9495	79|84	b1-AR|153	17|22	Translocation
24121510	S6	"However, truncated mutants of AKAP5 with deletions in the domains involved in membrane targeting or in binding to calcineurin or PKA failed to restore the recycling of the b1-AR, indicating that full-length AKAP5 was required."	AKAP5|9495	30|35	b1-AR|153	172|177	Negation_Translocation
24121510	S10	These data indicate that AKAP5 exerted specific and profound effects on b1-AR recycling in mammalian cells.	AKAP5|9495	25|30	b1-AR|153	72|77	Translocation
24124444	S10	"HAM1 is the strongest resistance gene, but it partially depends on YJL055W for its function."	HAM1|853532	0|4	YJL055W|853391	67|74	Association
24124444	S11	This suggests that HAM1 and YJL055W function together in mediating resistance to 5-FU.	HAM1|853532	19|23	YJL055W|853391	28|35	Association
24165940	S6	"In atg38 cells, autophagic activity was significantly reduced and PI3-kinase complex I dissociated into the Vps15-Vps34 and Atg14-Vps30 subcomplexes."	Vps15|852394	109|114	Vps34|850941	115|120	Complex
24165940	S6	"In atg38 cells, autophagic activity was significantly reduced and PI3-kinase complex I dissociated into the Vps15-Vps34 and Atg14-Vps30 subcomplexes."	Atg14|852425	125|130	Vps30|855983	131|136	Complex
24165940	S7	We find that Atg38 physically interacted with Atg14 and Vps34 via its N terminus.	Atg38|850908	13|18	Atg14|852425	46|51	Association
24165940	S7	We find that Atg38 physically interacted with Atg14 and Vps34 via its N terminus.	Atg38|850908	13|18	Vps34|850941	56|61	Association
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Vps15|852394	91|96	Vps34|850941	97|102	Complex
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Vps30|855983	113|118	Atg14|852425	107|112	Complex
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Atg38|850908	41|46	Vps15|852394	91|96	Interaction_Agent
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Atg38|850908	41|46	Vps34|850941	97|102	Interaction_Agent
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Atg38|850908	41|46	Atg14|852425	107|112	Interaction_Agent
24165940	S9	These data suggest that the homodimer of Atg38 functions as a physical linkage between the Vps15-Vps34 and Atg14-Vps30 subcomplexes to facilitate complex I formation.	Atg38|850908	41|46	Vps30|855983	113|118	Interaction_Agent
24167073	S1	Pcid2 inactivates developmental genes in human and mouse embryonic stem cells to sustain their pluripotency by modulation of EID1 stability.	EID1|58521	125|129	Pcid2|55795	0|5	Neutral_Regulation
24167073	S7	Pcid2 associates with EID1 and is present in the CBP/p300-EID1 complex in the ESCs.	Pcid2|55795	0|5	EID1|23741	22|26	Association
24167073	S7	Pcid2 associates with EID1 and is present in the CBP/p300-EID1 complex in the ESCs.	CBP|1387	49|52	p300|2033	53|57	Complex
24167073	S7	Pcid2 associates with EID1 and is present in the CBP/p300-EID1 complex in the ESCs.	CBP|1387	49|52	EID1|23741	58|62	Complex
24167073	S7	Pcid2 associates with EID1 and is present in the CBP/p300-EID1 complex in the ESCs.	p300|2033	53|57	EID1|23741	58|62	Complex
24167073	S8	We show that MDM2 is an E3 ligase for K48-linked EID1 ubiquitination for its degradation.	MDM2|4193	13|17	EID1|23741	49|53	Interaction_Agent
24167073	S9	"For the maintenance of self-renewal, Pcid2 binds to EID1 to impede the association with MDM2."	Pcid2|55795	37|42	EID1|23741	52|56	Binding
24167073	S9	"For the maintenance of self-renewal, Pcid2 binds to EID1 to impede the association with MDM2."	MDM2|4193	88|92	EID1|23741	52|56	Association
24167073	S9	"For the maintenance of self-renewal, Pcid2 binds to EID1 to impede the association with MDM2."	MDM2|4193	88|92	Pcid2|55795	37|42	Negative_Regulation
24167073	S9	"For the maintenance of self-renewal, Pcid2 binds to EID1 to impede the association with MDM2."	EID1|23741	52|56	Pcid2|55795	37|42	Negative_Regulation
24167073	S10	"Then EID1 is not degraded to sustain its stability to block the HAT activity of CBP/p300, leading to suppression of the developmental gene expression."	EID1|23741	5|9	CBP|1387	80|83	Negative_Regulation
24167073	S10	"Then EID1 is not degraded to sustain its stability to block the HAT activity of CBP/p300, leading to suppression of the developmental gene expression."	EID1|23741	5|9	p300|2033	84|88	Negative_Regulation
24167073	S11	"Collectively, Pcid2 is present in the CBP/p300-EID1 complex to control the switch balance of mouse and human ESCs through modulation of EID1 degradation."	CBP|1387	38|41	p300|2033	42|46	Complex
24167073	S11	"Collectively, Pcid2 is present in the CBP/p300-EID1 complex to control the switch balance of mouse and human ESCs through modulation of EID1 degradation."	CBP|1387	38|41	EID1|23741	47|51	Complex
24167073	S11	"Collectively, Pcid2 is present in the CBP/p300-EID1 complex to control the switch balance of mouse and human ESCs through modulation of EID1 degradation."	p300|2033	42|46	EID1|23741	47|51	Complex
24167073	S11	"Collectively, Pcid2 is present in the CBP/p300-EID1 complex to control the switch balance of mouse and human ESCs through modulation of EID1 degradation."	Pcid2|55795	14|19	EID1|23741	136|140	Negative_Regulation
24189637	S6	"The interactions between MAEL and 8 of these SG components (PABPC1, YBX1, KHSRP, SYNCRIP, DDX39, ELAV1, EIF4A1 and EIF3F) were confirmed by anti-tag immunoprecipitation."	MAEL|84944	25|29	PABPC1|26986	60|66	Association
24189637	S6	"The interactions between MAEL and 8 of these SG components (PABPC1, YBX1, KHSRP, SYNCRIP, DDX39, ELAV1, EIF4A1 and EIF3F) were confirmed by anti-tag immunoprecipitation."	MAEL|84944	25|29	YBX1|4904	68|72	Association
24189637	S6	"The interactions between MAEL and 8 of these SG components (PABPC1, YBX1, KHSRP, SYNCRIP, DDX39, ELAV1, EIF4A1 and EIF3F) were confirmed by anti-tag immunoprecipitation."	MAEL|84944	25|29	KHSRP|8570	74|79	Association
